Dimension, epsilon, agg_thr, box_thr, fpr, falsepositive_c, falsepositive_bf, falsenegative_c, bfsize
10,0.021544346900318822,0.8,0.001333521432163324,0.983720261082,64941,17,83,105
17,0.0001,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
256,0.00046415888336127773,0.8,0.007498942093324558,0.95228143504,62777,105,25657,30746
5,0.021544346900318822,0.8,0.1,0.975587963594,64383,38,2318,2783
149,0.004641588833612777,0.8,0.01778279410038923,0.978389593082,64571,35,3322,3986
17,0.01,0.8,0.007498942093324558,0.982963063923,64879,29,1862,2236
87,0.021544346900318822,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
3,0.00046415888336127773,0.9,0.042169650342858224,0.91808641134,60415,209,49222,58979
3,0.001,0.9,0.042169650342858224,0.948268290097,62520,97,22504,26968
10,0.021544346900318822,0.9,0.0,0.971983705117,64162,21,125,155
3,0.002154434690031882,0.9,0.0031622776601683794,0.965184074629,63680,54,7744,9284
87,0.0001,0.8,0.01778279410038923,0.762891281632,49589,787,174287,208824
10,0.00046415888336127773,0.9,0.042169650342858224,0.854951312223,56057,398,98961,118573
87,0.1,0.8,0.0001,0.987839413627,65222,8,24,36
3,0.004641588833612777,0.8,0.0005623413251903491,0.976011994003,64426,23,1478,1778
17,0.021544346900318822,0.8,0.01778279410038923,0.984326018809,64963,35,1932,2320
17,0.1,0.8,0.0005623413251903491,0.98780912574,65220,8,35,48
29,0.004641588833612777,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
3,0.002154434690031882,0.8,0.0005623413251903491,0.967395090334,63847,33,4302,5160
17,0.004641588833612777,0.8,0.042169650342858224,0.976905486651,64472,36,3909,4689
2,0.021544346900318822,0.8,0.0,0.985991852559,65099,9,50,66
149,0.004641588833612777,1.0,0.0,0.0595308406403,0,3931,839364,1005675
2,0.021544346900318822,0.8,0.00023713737056616554,0.985976708615,65099,8,55,72
17,0.00046415888336127773,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
2,0.001,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
3,0.1,0.8,0.0031622776601683794,0.986930777036,65152,18,54,70
29,0.004641588833612777,0.8,0.0,0.981388093832,64786,18,135,168
17,0.00046415888336127773,0.9,0.0005623413251903491,0.935592809656,61670,110,23473,28130
17,0.0001,0.9,0.0,0.840882589009,55293,233,30736,36832
17,0.021544346900318822,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
149,0.004641588833612777,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
149,0.00021544346900318845,0.9,0.00023713737056616554,0.921463510669,60729,118,29377,35202
3,0.021544346900318822,1.0,0.1,0.0595308406403,0,3931,839364,1005675
87,0.002154434690031882,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
17,0.1,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
149,0.01,0.8,0.00023713737056616554,0.985007496252,65032,11,69,88
149,0.021544346900318822,0.9,0.042169650342858224,0.982160434934,64820,35,2096,2518
2,0.01,0.8,0.001333521432163324,0.984144291491,64964,22,272,331
17,0.0001,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
256,0.001,0.8,0.0,0.971786833856,64140,30,1232,1482
3,0.0001,0.8,0.001333521432163324,0.816773431466,53402,532,140150,167924
2,0.0001,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
29,0.00046415888336127773,0.9,0.007498942093324558,0.920585161964,60610,179,44247,53019
29,0.021544346900318822,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
29,0.046415888336127774,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
149,0.001,0.8,0.01778279410038923,0.964593460845,63639,56,13227,15852
87,0.001,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
87,0.004641588833612777,0.9,0.0001,0.976027137946,64430,20,334,406
5,0.0001,1.0,0.0,0.0595308406403,0,3931,839364,1005675
29,0.004641588833612777,0.8,0.00023713737056616554,0.981388093832,64786,18,188,231
17,0.002154434690031882,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
29,0.01,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
10,0.1,0.8,0.0005623413251903491,0.986446170854,65129,9,27,39
2,0.001,0.8,0.0031622776601683794,0.959277936789,63283,61,12878,15435
2,0.1,0.8,0.1,0.990398740024,65387,12,63,81
2,0.00046415888336127773,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
149,0.046415888336127774,0.8,0.0031622776601683794,0.987036784638,65159,18,166,204
50,0.002154434690031882,1.0,0.0,0.0595308406403,0,3931,839364,1005675
3,0.01,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
17,0.001,0.8,0.042169650342858224,0.962124998107,63473,59,15135,18139
87,0.01,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
87,0.046415888336127774,0.8,0.042169650342858224,0.98581012524,65070,26,1765,2119
2,0.1,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
256,0.0001,0.9,0.042169650342858224,0.592082746506,37691,1406,374923,449214
17,0.00046415888336127773,0.8,0.007498942093324558,0.950963911983,62681,114,25752,30859
149,0.002154434690031882,0.8,0.0001,0.976966062423,64489,23,312,380
3,0.046415888336127774,0.8,0.001333521432163324,0.983583965593,64937,12,54,71
2,0.00046415888336127773,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
29,0.004641588833612777,0.9,0.0,0.975724259083,64408,22,423,513
149,0.01,0.8,0.0031622776601683794,0.984659185559,65008,12,282,344
87,0.021544346900318822,0.9,0.0,0.98352338982,64925,20,56,73
2,0.01,0.8,0.0005623413251903491,0.984129147547,64966,19,212,258
3,0.1,0.9,0.0,0.986824769433,65154,9,24,36
87,0.0001,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
2,0.046415888336127774,0.9,0.0005623413251903491,0.987400239274,65190,11,32,44
2,0.002154434690031882,0.8,0.001333521432163324,0.971317371617,64107,32,5048,6054
17,0.00046415888336127773,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
149,0.021544346900318822,1.0,0.1,0.0595308406403,0,3931,839364,1005675
29,0.021544346900318822,0.8,0.001333521432163324,0.98581012524,65085,11,64,82
149,0.046415888336127774,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
50,0.00021544346900318845,0.8,0.0031622776601683794,0.932215710327,61394,163,37313,44711
2,0.004641588833612777,0.8,0.001333521432163324,0.980812623991,64739,27,1371,1648
87,0.001,0.9,0.042169650342858224,0.95232686687,62786,99,23540,28210
87,0.021544346900318822,0.8,0.00023713737056616554,0.986113004104,65105,11,38,52
10,0.002154434690031882,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
87,0.00021544346900318845,0.9,0.0031622776601683794,0.875895385641,57538,300,70864,84909
10,0.00046415888336127773,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
256,0.002154434690031882,0.8,0.007498942093324558,0.97461875123,64314,43,4281,5135
149,0.046415888336127774,0.9,0.01778279410038923,0.984007996002,64946,31,1895,2275
29,0.00046415888336127773,0.8,0.0,0.963684824255,63592,43,3929,4714
10,0.00046415888336127773,1.0,0.0,0.0595308406403,0,3931,839364,1005675
17,0.021544346900318822,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
50,0.01,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
3,0.004641588833612777,0.9,0.00023713737056616554,0.976118001605,64434,22,980,1181
29,0.00046415888336127773,0.8,0.0031622776601683794,0.954795329608,62955,93,21207,25413
50,0.01,0.9,0.01778279410038923,0.97766268381,64521,37,2686,3224
10,0.00021544346900318845,0.8,0.0031622776601683794,0.895506792059,58864,269,67948,81417
17,0.1,0.9,0.01778279410038923,0.984492602184,64975,34,1865,2240
2,0.01,0.9,0.007498942093324558,0.982932776036,64891,15,1210,1455
50,0.002154434690031882,0.8,0.0031622776601683794,0.974573319401,64312,42,3877,4652
5,0.0001,0.9,0.00023713737056616554,0.806717853195,52845,425,121107,145107
5,0.01,0.8,0.0001,0.973906985901,64282,28,294,358
2,0.004641588833612777,0.9,0.0001,0.981054927082,64759,23,546,659
5,0.0001,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
149,0.001,0.8,0.1,0.961352657005,63406,75,18057,21641
5,0.004641588833612777,0.8,0.01778279410038923,0.966501597686,63770,51,5754,6899
5,0.004641588833612777,1.0,0.1,0.0595308406403,0,3931,839364,1005675
149,0.01,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
256,0.00021544346900318845,0.9,0.0,0.933290930292,61547,81,14577,17471
10,0.00021544346900318845,1.0,0.0,0.0595308406403,0,3931,839364,1005675
5,0.002154434690031882,0.9,0.0001,0.962579316402,63511,51,2671,3207
149,0.004641588833612777,0.9,0.1,0.972483455242,64174,42,5400,6477
29,0.01,0.9,0.007498942093324558,0.978147289991,64565,25,2294,2754
17,0.002154434690031882,0.8,0.0005623413251903491,0.976269441037,64436,30,1719,2066
2,0.1,0.8,0.007498942093324558,0.991352808444,65453,9,60,78
87,0.002154434690031882,1.0,0.0,0.0595308406403,0,3931,839364,1005675
10,0.00021544346900318845,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
256,0.0001,0.9,0.1,0.585616282768,37246,1424,383980,460064
17,0.002154434690031882,0.8,0.01778279410038923,0.973392091833,64223,53,5653,6778
10,0.021544346900318822,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
256,0.021544346900318822,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
5,0.0001,0.9,0.1,0.598730937562,38117,1419,384710,460939
256,0.002154434690031882,1.0,0.1,0.0595308406403,0,3931,839364,1005675
5,0.004641588833612777,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
2,0.01,0.8,0.0,0.984204867263,64971,19,117,145
50,0.00021544346900318845,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
149,0.1,0.9,0.1,0.98490148865,65010,26,1755,2108
10,0.1,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
50,0.0001,0.8,0.0001,0.926506443748,61071,109,25406,30447
3,0.046415888336127774,0.9,0.00023713737056616554,0.983659685309,64943,11,42,57
29,0.004641588833612777,0.9,0.01778279410038923,0.972453167356,64176,38,4897,5873
10,0.1,0.9,0.0005623413251903491,0.978026138446,64571,11,36,49
50,0.001,0.8,0.0001,0.97104478064,64073,48,2491,2991
50,0.004641588833612777,0.9,0.042169650342858224,0.97266518256,64186,42,5265,6314
17,0.00046415888336127773,1.0,0.0,0.0595308406403,0,3931,839364,1005675
17,0.004641588833612777,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
3,0.046415888336127774,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
50,0.002154434690031882,0.9,0.042169650342858224,0.96613814305,63741,56,10658,12776
3,0.002154434690031882,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
2,0.01,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
256,0.1,0.8,0.0005623413251903491,0.987945421229,65229,8,35,48
3,0.00021544346900318845,0.9,0.001333521432163324,0.89470416307,58823,257,66953,80224
29,0.00021544346900318845,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
149,0.1,0.9,0.0005623413251903491,0.985628397922,65075,9,35,48
3,0.021544346900318822,1.0,0.0,0.0595308406403,0,3931,839364,1005675
149,0.0001,0.9,0.042169650342858224,0.588311904654,37389,1459,378509,453510
10,0.004641588833612777,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
3,0.002154434690031882,0.9,0.001333521432163324,0.966244150652,63755,49,6230,7471
50,0.0001,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
17,0.002154434690031882,0.9,0.1,0.963442521164,63544,75,12605,15108
29,0.0001,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
17,0.002154434690031882,0.9,0.0005623413251903491,0.968515742129,63912,42,4370,5242
256,0.0001,0.9,0.001333521432163324,0.743552466191,48414,685,181279,217202
149,0.046415888336127774,0.9,0.042169650342858224,0.983932276286,64942,30,1985,2383
256,0.00046415888336127773,0.9,0.1,0.925188920691,60910,183,39602,47454
50,0.001,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
149,0.0001,0.9,0.00023713737056616554,0.827525631124,54343,301,74290,89014
3,0.00046415888336127773,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
29,0.004641588833612777,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
10,0.00021544346900318845,0.9,0.00023713737056616554,0.837566065452,54992,315,91857,110063
87,0.00021544346900318845,0.8,0.0031622776601683794,0.935986552178,61649,157,34757,41648
149,0.021544346900318822,0.8,0.0,0.986097860161,65103,12,28,41
50,0.002154434690031882,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
87,0.1,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
2,0.01,0.9,0.00023713737056616554,0.984129147547,64967,18,185,225
2,0.004641588833612777,0.9,0.0,0.981130646798,64766,21,339,412
87,0.1,0.8,0.00023713737056616554,0.987839413627,65222,8,24,36
2,0.0001,0.9,0.0,0.897808671422,59134,151,21168,25368
50,0.0001,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
3,0.002154434690031882,1.0,0.1,0.0595308406403,0,3931,839364,1005675
10,0.004641588833612777,0.9,0.0005623413251903491,0.960868050823,63397,52,3457,4148
87,0.00021544346900318845,0.8,0.0005623413251903491,0.946299577484,62390,97,21944,26296
256,0.004641588833612777,0.8,0.0,0.982084715218,64833,17,112,141
149,0.001,0.9,0.042169650342858224,0.951645389426,62745,95,24209,29011
149,0.01,0.9,0.00023713737056616554,0.980191722321,64713,12,162,201
149,0.00021544346900318845,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
2,0.1,0.9,0.0005623413251903491,0.99142852816,65466,1,26,38
256,0.002154434690031882,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
50,0.00046415888336127773,0.9,0.0031622776601683794,0.930246997713,61286,141,34335,41143
10,0.001,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
87,0.0001,0.9,0.01778279410038923,0.606424060697,38714,1330,354586,424847
2,0.00046415888336127773,0.9,0.042169650342858224,0.925794678418,60937,196,42871,51370
29,0.01,0.8,0.0001,0.984704617388,65008,15,65,83
256,0.046415888336127774,0.8,0.042169650342858224,0.985749549468,65067,25,1766,2121
17,0.01,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
5,0.00021544346900318845,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
50,0.00021544346900318845,0.9,0.042169650342858224,0.808731997638,52819,584,139088,166651
5,0.01,0.9,0.042169650342858224,0.972180576378,64153,43,3108,3730
149,0.002154434690031882,0.8,0.0031622776601683794,0.975360804446,64367,39,3813,4575
149,0.0001,0.9,0.0031622776601683794,0.688246785698,44496,951,252559,302604
3,0.0001,0.8,0.0,0.880938318719,57968,203,26314,31534
256,0.001,0.9,0.0005623413251903491,0.963412233277,63554,63,7264,8709
29,0.01,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
3,0.002154434690031882,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
29,0.021544346900318822,0.9,0.0,0.982705616889,64875,16,58,76
2,0.001,0.8,0.0,0.965365801948,63712,34,2234,2682
50,0.1,0.8,0.00023713737056616554,0.987536534763,65202,8,24,36
149,0.004641588833612777,0.8,0.1,0.97732951706,64496,40,4010,4810
50,0.046415888336127774,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
29,0.021544346900318822,0.8,0.0031622776601683794,0.985628397922,65076,8,215,263
5,0.001,0.8,0.0005623413251903491,0.947692820257,62514,65,13207,15828
29,0.00021544346900318845,0.8,0.01778279410038923,0.912407432647,60013,236,53179,63721
10,0.1,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
29,0.0001,0.9,0.00023713737056616554,0.800099950025,52399,434,116308,139357
5,0.00021544346900318845,0.8,0.01778279410038923,0.815213605319,53275,556,142335,170542
17,0.00021544346900318845,0.8,0.0005623413251903491,0.943285932791,62181,107,23293,27913
256,0.00021544346900318845,0.8,0.00023713737056616554,0.947980555177,62521,77,16120,19319
29,0.00021544346900318845,0.8,0.0005623413251903491,0.943028485757,62152,119,24508,29370
50,0.001,0.8,0.007498942093324558,0.967167931186,63814,51,9993,11979
2,0.00021544346900318845,0.8,0.0031622776601683794,0.897732951706,59000,280,65705,78729
3,0.004641588833612777,1.0,0.0,0.0595308406403,0,3931,839364,1005675
2,0.00021544346900318845,0.8,0.0,0.931307073736,61409,88,10646,12761
50,0.001,0.9,0.01778279410038923,0.952099707722,62775,95,21633,25926
17,0.046415888336127774,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
5,0.1,0.9,0.0005623413251903491,0.982796480548,64886,11,27,39
87,0.00046415888336127773,0.8,0.0005623413251903491,0.9618069753,63459,52,8710,10441
17,0.00046415888336127773,0.8,0.001333521432163324,0.958657035119,63236,67,13640,16348
87,0.00021544346900318845,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
2,0.046415888336127774,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
87,0.004641588833612777,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
50,0.004641588833612777,0.8,0.0031622776601683794,0.9805703209,64725,25,951,1145
17,0.004641588833612777,0.8,0.0005623413251903491,0.980842911877,64747,21,262,320
2,0.01,0.9,0.001333521432163324,0.984144291491,64964,22,272,331
29,0.002154434690031882,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
29,0.0001,0.8,0.0,0.928460012418,61197,112,18343,21984
10,0.1,0.8,0.1,0.985325519059,65033,31,1943,2333
17,0.046415888336127774,0.9,0.0031622776601683794,0.983477957991,64922,20,200,245
87,0.00021544346900318845,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
29,0.0001,0.8,0.0031622776601683794,0.828040525192,54184,494,120468,144342
3,0.002154434690031882,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
5,0.00046415888336127773,1.0,0.1,0.0595308406403,0,3931,839364,1005675
17,0.004641588833612777,0.8,0.007498942093324558,0.978783335605,64595,37,2629,3157
50,0.021544346900318822,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
29,0.0001,0.8,0.01778279410038923,0.745430315145,48333,890,203784,244166
149,0.046415888336127774,1.0,0.1,0.0595308406403,0,3931,839364,1005675
87,0.002154434690031882,0.8,0.1,0.972059424833,64149,39,7031,8430
87,0.021544346900318822,0.8,0.0031622776601683794,0.985961564672,65098,8,197,242
3,0.00046415888336127773,0.9,0.0005623413251903491,0.938379295201,61862,102,22953,27506
2,0.1,0.8,0.001333521432163324,0.991443672103,65466,2,31,43
29,0.021544346900318822,0.9,0.01778279410038923,0.981418381718,64777,29,2157,2590
50,0.046415888336127774,0.9,0.007498942093324558,0.983477957991,64915,27,1691,2031
29,0.004641588833612777,0.9,0.0031622776601683794,0.974649039117,64317,42,2615,3139
2,0.1,1.0,0.0,0.0595308406403,0,3931,839364,1005675
50,0.1,1.0,0.1,0.0595308406403,0,3931,839364,1005675
87,0.004641588833612777,0.9,0.1,0.972695470447,64191,39,5406,6482
2,0.00021544346900318845,1.0,0.0,0.0595308406403,0,3931,839364,1005675
2,0.1,0.9,0.0,0.99142852816,65466,1,24,36
87,0.021544346900318822,0.8,0.001333521432163324,0.986097860161,65103,12,51,67
256,0.00046415888336127773,0.8,0.00023713737056616554,0.963291081732,63565,44,6187,7418
17,0.001,0.8,0.0031622776601683794,0.968879196765,63936,42,7239,8679
256,0.002154434690031882,0.8,0.042169650342858224,0.972559174958,64183,38,6037,7239
29,0.021544346900318822,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
10,0.0001,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
5,0.00046415888336127773,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
149,0.0001,0.9,0.001333521432163324,0.738782124089,48053,731,187845,225069
5,0.021544346900318822,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
3,0.1,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
3,0.01,0.8,0.001333521432163324,0.979828267684,64683,18,377,457
10,0.00046415888336127773,0.8,0.001333521432163324,0.94566353187,62354,91,22300,26723
2,0.01,0.9,0.042169650342858224,0.982614753229,64860,25,1615,1940
50,0.00046415888336127773,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
50,0.1,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
10,0.0001,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
256,0.1,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
29,0.0001,0.9,0.042169650342858224,0.552996229158,34940,1576,421422,504924
149,0.0001,0.8,0.0001,0.932412581588,61465,105,24668,29561
50,0.00046415888336127773,0.9,0.007498942093324558,0.924356003816,60866,172,38961,46685
17,0.004641588833612777,0.9,0.0005623413251903491,0.974497599685,64320,29,1296,1558
17,0.01,0.8,0.042169650342858224,0.982296730423,64835,29,2344,2814
2,0.001,0.8,0.01778279410038923,0.955431375221,63009,81,17852,21395
29,0.00021544346900318845,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
29,0.01,0.8,0.0,0.984704617388,65008,15,60,77
2,0.021544346900318822,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
256,0.046415888336127774,1.0,0.1,0.0595308406403,0,3931,839364,1005675
29,0.046415888336127774,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
50,0.001,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
50,0.00021544346900318845,0.8,0.01778279410038923,0.916996047431,60344,208,47175,56527
3,0.004641588833612777,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
87,0.004641588833612777,0.8,0.042169650342858224,0.977677827753,64523,36,3798,4556
5,0.001,0.9,0.1,0.938394439144,61857,108,29419,35253
5,0.1,0.9,0.0001,0.982796480548,64886,11,25,37
50,0.021544346900318822,0.8,0.0005623413251903491,0.985764693411,65082,11,43,57
50,0.01,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
87,0.021544346900318822,0.9,0.042169650342858224,0.982266442536,64832,30,2105,2528
5,0.046415888336127774,0.9,0.0001,0.978677328003,64612,13,37,50
87,0.00021544346900318845,1.0,0.0,0.0595308406403,0,3931,839364,1005675
2,0.002154434690031882,0.9,0.0031622776601683794,0.97037844714,64041,36,6139,7361
50,0.046415888336127774,0.8,0.0031622776601683794,0.986415882968,65118,18,169,208
149,0.001,0.9,0.1,0.950176426938,62647,96,25560,30630
87,0.004641588833612777,0.9,0.001333521432163324,0.975421380219,64385,25,1267,1525
17,0.00021544346900318845,0.9,0.0005623413251903491,0.887071615707,58331,245,62586,74993
10,0.01,0.8,0.01778279410038923,0.980343161752,64708,27,2379,2856
149,0.00046415888336127773,0.9,0.01778279410038923,0.92594611785,60971,172,37654,45120
3,0.01,0.8,0.1,0.977920130844,64538,37,2597,3116
5,0.002154434690031882,1.0,0.0,0.0595308406403,0,3931,839364,1005675
149,0.00046415888336127773,1.0,0.1,0.0595308406403,0,3931,839364,1005675
2,0.046415888336127774,0.8,0.00023713737056616554,0.987400239274,65190,11,30,42
87,0.01,0.9,0.007498942093324558,0.978843911378,64608,28,2154,2587
5,0.046415888336127774,1.0,0.1,0.0595308406403,0,3931,839364,1005675
17,0.001,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
10,0.01,0.8,0.0005623413251903491,0.98185755607,64818,17,175,214
29,0.00021544346900318845,0.9,0.00023713737056616554,0.904986900489,59586,173,40384,48390
50,0.021544346900318822,0.9,0.001333521432163324,0.983099359411,64891,26,108,135
50,0.002154434690031882,0.9,0.001333521432163324,0.969863553072,63985,58,4984,5977
29,0.00046415888336127773,0.9,0.01778279410038923,0.915996547181,60281,205,48297,57872
29,0.1,0.9,0.0,0.984992352309,65034,8,24,36
3,0.00046415888336127773,1.0,0.1,0.0595308406403,0,3931,839364,1005675
2,0.00046415888336127773,0.8,0.0005623413251903491,0.946254145654,62403,81,17220,20639
256,0.1,0.9,0.0,0.985779837354,65086,8,24,36
5,0.0001,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
17,0.00021544346900318845,1.0,0.1,0.0595308406403,0,3931,839364,1005675
149,0.046415888336127774,0.9,0.1,0.983735405025,64930,29,1989,2388
10,0.002154434690031882,0.9,0.1,0.942513591689,62131,106,21921,26269
3,0.021544346900318822,0.8,0.0005623413251903491,0.981933275786,64828,12,88,112
256,0.004641588833612777,0.8,0.1,0.977435524662,64498,45,4096,4913
87,0.046415888336127774,0.9,0.042169650342858224,0.984007996002,64945,32,1978,2375
10,0.00021544346900318845,0.9,0.0031622776601683794,0.769887783381,50173,665,182484,218646
87,0.00021544346900318845,0.8,0.0001,0.949828116245,62659,61,11373,13631
29,0.002154434690031882,0.9,0.001333521432163324,0.96904578014,63939,50,5234,6276
87,0.046415888336127774,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
3,0.1,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
50,0.1,0.9,0.00023713737056616554,0.985052928081,65037,9,24,36
50,0.00021544346900318845,0.9,0.00023713737056616554,0.913437220784,60147,170,34219,41004
3,0.01,0.8,0.00023713737056616554,0.9799039874,64688,18,232,283
5,0.002154434690031882,0.9,0.007498942093324558,0.956733754335,63107,69,10861,13020
10,0.002154434690031882,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
149,0.046415888336127774,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
50,0.00021544346900318845,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
50,0.00021544346900318845,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
149,0.021544346900318822,0.9,0.1,0.981494101434,64776,35,2183,2621
3,0.01,1.0,0.0,0.0595308406403,0,3931,839364,1005675
50,0.004641588833612777,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
10,0.0001,0.9,0.0031622776601683794,0.576908515439,36728,1367,385144,461458
2,0.0001,0.8,0.0001,0.891115048536,58634,209,46099,55237
10,0.002154434690031882,0.9,0.00023713737056616554,0.950388442143,62698,59,6885,8255
10,0.00046415888336127773,0.9,0.007498942093324558,0.863477352233,56657,361,90510,108449
3,0.001,0.9,0.0001,0.958414732028,63232,55,5504,6600
10,0.0001,0.9,0.0,0.764087653143,50078,377,55549,66560
29,0.00046415888336127773,0.8,0.007498942093324558,0.950767040722,62663,119,26388,31621
29,0.00046415888336127773,0.8,0.1,0.942680175064,62107,141,32881,39402
5,0.004641588833612777,0.9,0.0031622776601683794,0.968682325504,63919,46,3747,4494
149,0.00046415888336127773,0.8,0.00023713737056616554,0.962973058925,63538,50,6341,7602
5,0.021544346900318822,0.9,0.0031622776601683794,0.977026638196,64495,21,323,393
5,0.004641588833612777,0.9,0.1,0.965441521663,63696,55,6508,7802
256,0.046415888336127774,0.8,0.0031622776601683794,0.987021640695,65158,18,167,206
50,0.046415888336127774,0.9,0.0005623413251903491,0.984204867263,64978,12,44,59
10,0.01,0.9,0.0005623413251903491,0.967697969197,63861,39,878,1059
149,0.1,0.9,0.0,0.985628397922,65075,9,24,36
149,0.004641588833612777,0.8,0.007498942093324558,0.979464813048,64643,34,2493,2993
256,0.01,0.8,0.0,0.98485605682,65022,11,57,74
87,0.01,0.9,0.0001,0.980646040616,64733,22,121,151
